,Datetime,Open,High,Low,Close,Adj Close,Volume
0,2024-03-05 14:30:00+00:00,171.0,171.0,170.61000061035156,170.9199981689453,170.9199981689453,5958861
1,2024-03-05 14:31:00+00:00,171.02000427246094,171.0749969482422,171.02000427246094,171.05999755859375,171.05999755859375,926341
2,2024-03-05 14:32:00+00:00,171.33599853515625,171.33999633789062,171.27000427246094,171.3000030517578,171.3000030517578,703908
3,2024-03-05 14:33:00+00:00,171.92999267578125,171.97000122070312,171.875,171.89500427246094,171.89500427246094,994237
4,2024-03-05 14:34:00+00:00,171.625,171.74000549316406,171.5800018310547,171.61000061035156,171.61000061035156,626087
5,2024-03-05 14:35:00+00:00,171.67999267578125,171.69940185546875,171.60000610351562,171.62669372558594,171.62669372558594,450121
6,2024-03-05 14:36:00+00:00,171.08999633789062,171.10000610351562,171.08999633789062,171.10000610351562,171.10000610351562,514723
7,2024-03-05 14:37:00+00:00,171.09970092773438,171.38999938964844,170.95199584960938,170.97999572753906,170.97999572753906,542886
8,2024-03-05 14:38:00+00:00,170.8800048828125,170.8800048828125,170.85000610351562,170.85989379882812,170.85989379882812,362337
9,2024-03-05 14:39:00+00:00,171.25,171.2949981689453,171.0500030517578,171.06500244140625,171.06500244140625,374707
10,2024-03-05 14:40:00+00:00,170.97000122070312,170.97000122070312,170.97000122070312,170.97000122070312,170.97000122070312,308086
11,2024-03-05 14:41:00+00:00,170.96499633789062,171.27940368652344,170.83999633789062,171.02999877929688,171.02999877929688,341222
12,2024-03-05 14:42:00+00:00,171.0279998779297,171.11000061035156,170.88999938964844,170.9499969482422,170.9499969482422,235734
13,2024-03-05 14:43:00+00:00,170.94200134277344,170.9739990234375,170.57000732421875,170.80889892578125,170.80889892578125,445962
14,2024-03-05 14:44:00+00:00,170.6300048828125,170.65989685058594,170.6300048828125,170.65989685058594,170.65989685058594,350094
15,2024-03-05 14:45:00+00:00,170.63999938964844,170.8300018310547,170.47999572753906,170.6699981689453,170.6699981689453,430071
16,2024-03-05 14:46:00+00:00,170.66000366210938,170.66580200195312,170.49000549316406,170.6199951171875,170.6199951171875,382077
17,2024-03-05 14:47:00+00:00,170.61000061035156,170.66000366210938,170.47000122070312,170.52000427246094,170.52000427246094,425057
18,2024-03-05 14:48:00+00:00,170.52999877929688,170.63499450683594,170.41000366210938,170.5009002685547,170.5009002685547,406183
19,2024-03-05 14:49:00+00:00,170.50990295410156,170.6699981689453,170.42999267578125,170.42999267578125,170.42999267578125,364044
20,2024-03-05 14:50:00+00:00,170.43499755859375,170.4429931640625,170.16000366210938,170.17999267578125,170.17999267578125,473573
21,2024-03-05 14:51:00+00:00,170.17999267578125,170.55999755859375,170.17999267578125,170.27499389648438,170.27499389648438,597772
22,2024-03-05 14:52:00+00:00,170.27000427246094,170.35000610351562,170.07000732421875,170.10899353027344,170.10899353027344,369885
23,2024-03-05 14:53:00+00:00,170.11000061035156,170.22000122070312,170.08749389648438,170.09500122070312,170.09500122070312,310642
24,2024-03-05 14:54:00+00:00,170.09500122070312,170.24000549316406,170.08999633789062,170.22000122070312,170.22000122070312,323207
25,2024-03-05 14:55:00+00:00,170.2239990234375,170.3300018310547,170.11000061035156,170.14999389648438,170.14999389648438,282616
26,2024-03-05 14:56:00+00:00,170.16000366210938,170.24000549316406,170.08999633789062,170.23989868164062,170.23989868164062,362356
27,2024-03-05 14:57:00+00:00,170.2324981689453,170.3300018310547,170.1728973388672,170.32400512695312,170.32400512695312,274418
28,2024-03-05 14:58:00+00:00,170.32009887695312,170.4499969482422,170.24000549316406,170.2550048828125,170.2550048828125,358038
29,2024-03-05 14:59:00+00:00,170.25,170.5,170.25,170.48500061035156,170.48500061035156,283060
30,2024-03-05 15:00:00+00:00,170.5,170.74000549316406,170.42010498046875,170.67999267578125,170.67999267578125,410692
31,2024-03-05 15:01:00+00:00,170.6981964111328,170.77999877929688,170.5399932861328,170.72999572753906,170.72999572753906,271482
32,2024-03-05 15:02:00+00:00,170.72000122070312,170.80999755859375,170.61000061035156,170.66000366210938,170.66000366210938,279633
